1;Abkhazian
2;Afar
3;Afrikaans
4;Akan
5;Albanian
6;Amharic
7;Arabic
8;Aragonese
9;Armenian
11;Avaric
12;Avestan
13;Aymara
14;Azerbaijani
15;Bambara
16;Bashkir
17;Basque
18;Belarusian
19;Bengali
20;Bislama
21;Bosnian
22;Breton
23;Bulgarian
24;Burmese
25;Catalan, Valencian
26;Chamorro
27;Chechen
28;Chichewa, Chewa, Nyanja
29;Chinese
30;Church Slavonic, Old Slavonic, Old Church Slavonic
31;Chuvash
32;Cornish
33;Corsican
34;Cree
35;Croatian
36;Czech
37;Danish
38;Divehi, Dhivehi, Maldivian
39;Dutch, Flemish
40;Dzongkha
41;English
42;Esperanto
43;Estonian
44;Ewe
45;Faroese
46;Fijian
47;Finnish
48;French
49;Western Frisian
50;Fulah
51;Gaelic, Scottish Gaelic
52;Galician
53;Ganda
54;Georgian
55;German
56;Greek, Modern (1453–)
57;Kalaallisut, Greenlandic
58;Guarani
59;Gujarati
60;Haitian, Haitian Creole
61;Hausa
62;Hebrew
63;Herero
64;Hindi
65;Hiri Motu
66;Hungarian
68;Ido
69;Igbo
70;Indonesian
71;Interlingua (International Auxiliary Language Association)
72;Interlingue, Occidental
73;Inuktitut
74;Inupiaq
75;Irish
76;Italian
77;Japanese
78;Javanese
79;Kannada
80;Kanuri
81;Kashmiri
82;Kazakh
83;Central Khmer
84;Kikuyu, Gikuyu
85;Kinyarwanda
86;Kirghiz, Kyrgyz
87;Komi
88;Kongo
89;Korean
90;Kuanyama, Kwanyama
91;Kurdish
92;Lao
93;Latin
94;Latvian
95;Limburgan, Limburger, Limburgish
96;Lingala
97;Lithuanian
98;Luba-Katanga
99;Luxembourgish, Letzeburgesch
100;Macedonian
101;Malagasy
102;Malay
103;Malayalam
104;Maltese
105;Manx
106;Maori
107;Marathi
108;Marshallese
109;Mongolian
110;Nauru
111;Navajo, Navaho
112;North Ndebele
113;South Ndebele
114;Ndonga
115;Nepali
116;Norwegian
117;Norwegian Bokmål
118;Norwegian Nynorsk
119;Sichuan Yi, Nuosu
120;Occitan
121;Ojibwa
123;Oromo
124;Ossetian, Ossetic
125;Pali
126;Pashto, Pushto
127;Persian
128;Polish
129;Portuguese
130;Punjabi, Panjabi
131;Quechua
132;Romanian, Moldavian, Moldovan
133;Romansh
134;Rundi
135;Russian
136;Northern Sami
137;Samoan
138;Sango
139;Sanskrit
140;Sardinian
141;Serbian
142;Shona
143;Sindhi
144;Sinhala, Sinhalese
145;Slovak
146;Slovenian
147;Somali
148;Southern Sotho
149;Spanish, Castilian
150;Sundanese
151;Swahili
152;Swati
153;Swedish
154;Tagalog
155;Tahitian
156;Tajik
157;Tamil
158;Tatar
159;Telugu
160;Thai
161;Tibetan
162;Tigrinya
163;Tonga (Tonga Islands)
164;Tsonga
165;Tswana
166;Turkish
167;Turkmen
168;Twi
169;Uighur, Uyghur
170;Ukrainian
171;Urdu
172;Uzbek
173;Venda
174;Vietnamese
175;Volapük
176;Walloon
177;Welsh
178;Wolof
179;Xhosa
180;Yiddish
181;Yoruba
182;Zhuang, Chuang
183;Zulu
